Longitude,Latitude,Community,IncorporationType,AreaType,Population,Source,Year
-156.7610097,71.2893977300001,Utqiagvik,1st Class City,Community,4717,DCCED Commissioner Certified,2013
-144.4411179,61.5164902700001,Chitina,Unincorporated CDP,Community,139,DOLWD Estimate,2013
-159.7718289,62.1984422,Holy Cross,2nd Class City,Community,167,DCCED Commissioner Certified,2013
-157.7198137,58.9051910300001,Portage Creek,Unincorporated CDP,Place of Interest,2,DOLWD Estimate,2013
-151.0430362,61.1721485100001,Beluga,CDP,Place of Interest,16,DOLWD Estimate,2013
-149.1177581,61.5997057600001,Palmer,Home Rule City,Community,6085,DCCED Commissioner Certified,2013
-141.9336488,64.0726259100001,Chicken,Unincorporated CDP,Place of Interest,7,DOLWD Estimate,2013
-145.5355408,68.12846168,Arctic Village,Unincorporated CDP,Community,178,DOLWD Estimate,2013
-133.6072167,56.3223510700001,Port Protection,Unincorporated CDP,Community,42,DOLWD Estimate,2013
-149.0354355,61.54162777,Butte,CDP,Community,3414,DOLWD Estimate,2013
-164.2803406,60.1580149500001,Chefornak,2nd Class City,Community,436,DCCED Commissioner Certified,2013
-159.2420218,61.57491472,Chuathbaluk,2nd Class City,Community,127,DCCED Commissioner Certified,2013
-160.0101102,66.60439151,Selawik,2nd Class City,Community,872,DCCED Commissioner Certified,2013
-148.8773404,61.7095915900001,Sutton-Alpine,CDP,Community,1427,DOLWD Estimate,2013
-150.9990162,70.21731414,Nuiqsut,2nd Class City,Community,452,DCCED Commissioner Certified,2013
-148.5485005,65.5228139800001,Livengood,Unincorporated CDP,Place of Interest,12,DOLWD Estimate,2013
-142.0352638,62.05966564,Chisana,Unincorporated CDP,Place of Interest,0,DOLWD Estimate,2013
-132.4039292,55.5396225600001,Kasaan,2nd Class City,Community,75,DCCED Commissioner Certified,2013
-154.9061,59.7547000000001,Iliamna,CDP,Community,111,DOLWD Estimate,2013
-149.1179,64.6003000000001,Four Mile Road,Unincorporated CDP,Community,38,DOLWD Estimate,2013
-157.0069244,58.71326678,South Naknek,CDP,Community,80,DOLWD Estimate,2013
-162.7288422,66.07667336,Deering,2nd Class City,Community,139,DCCED Commissioner Certified,2013
-149.1453354,61.64000731,Farm Loop,CDP,Place of Interest,1036,DOLWD Estimate,2013
-160.2806073,59.07512832,Twin Hills,Unincorporated CDP,Community,83,DOLWD Estimate,2013
-147.7260063,61.79346959,Glacier View,CDP,Community,235,DOLWD Estimate,2013
-148.6859726,60.7722882300001,Whittier,2nd Class City,Community,229,DCCED Commissioner Certified,2013
-153.2836713,57.21341891,Old Harbor,2nd Class City,Community,225,DCCED Commissioner Certified,2013
-162.0881695,61.8814414300001,Marshall,2nd Class City,Community,473,DCCED Commissioner Certified,2013
-164.5071352,60.8188798400001,Mertarvik,Unincorporated CDP,Place of Interest,0,DOLWD Estimate,2013
-145.3053,61.955,Copper Center,Unincorporated CDP,Community,321,DOLWD Estimate,2013
-166.7342719,68.34808223,Point Hope,2nd Class City,Community,683,DCCED Commissioner Certified,2013
-149.4261305,60.88404712,Sunrise,CDP,Place of Interest,13,DOLWD Estimate,2013
-150.2337668,62.31623367,Trapper Creek,CDP,Community,475,DOLWD Estimate,2013
-168.9517919,65.7583525100001,Diomede,2nd Class City,Community,119,DCCED Commissioner Certified,2013
-157.7027018,64.8817887800001,Koyukuk,2nd Class City,Community,89,DCCED Commissioner Certified,2013
-156.8575019,59.11246319,Levelock,CDP,Community,88,DOLWD Estimate,2013
-151.0810742,60.53130471,Ridgeway,CDP,Community,2071,DOLWD Estimate,2013
-158.4141558,56.3012632000001,Chignik,2nd Class City,Community,92,DCCED Commissioner Certified,2013
-146.5383,62.0494,Mendeltna,Unincorporated CDP,Community,41,DOLWD Estimate,2013
-160.4980901,55.34090243,Sand Point,1st Class City,Community,1018,DCCED Commissioner Certified,2013
-158.1053547,64.7234193800001,Nulato,2nd Class City,Community,262,DCCED Commissioner Certified,2013
-135.3750052,59.1599890900001,Mud Bay,CDP,Place of Interest,211,DOLWD Estimate,2013
-152.0777034,65.17118315,Tanana,1st Class City,Community,238,DCCED Commissioner Certified,2013
-160.3787911,59.0605115000001,Togiak,2nd Class City,Community,878,DCCED Commissioner Certified,2013
-142.5196992,63.13803253,Tetlin,Unincorporated CDP,Community,118,DOLWD Estimate,2013
-133.3478063,57.46425365,Hobart Bay,CDP,Place of Interest,1,DOLWD Estimate,2013
-161.9006125,59.7514267400001,Quinhagak,2nd Class City,Community,690,DCCED Commissioner Certified,2013
-162.0399103,63.47835158,Saint Michael,2nd Class City,Community,412,DCCED Commissioner Certified,2013
-159.05493,58.97954187,Manokotak,2nd Class City,Community,492,DCCED Commissioner Certified,2013
-162.7149874,55.2065679500001,Cold Bay,2nd Class City,Community,85,DCCED Commissioner Certified,2013
-157.1381905,66.8880443,Shungnak,2nd Class City,Community,294,DCCED Commissioner Certified,2013
-145.3018732,62.3018968100001,Gakona,Unincorporated CDP,Community,214,DOLWD Estimate,2013
-163.41049,64.68127766,White Mountain,2nd Class City,Community,197,DCCED Commissioner Certified,2013
-141.9517,62.9822,Northway Village,Unincorporated CDP,Community,91,DOLWD Estimate,2013
-155.4370226,61.3553888800001,Lime Village,Unincorporated CDP,Community,27,DOLWD Estimate,2013
-150.7679026,62.4964964500001,Petersville,CDP,Community,5,DOLWD Estimate,2013
-149.4023031,60.1685445700001,Bear Creek,CDP,Community,1997,DOLWD Estimate,2013
-151.5575,59.6761111000001,Diamond Ridge,CDP,Community,1210,DOLWD Estimate,2013
-163.4147388,54.8550308600001,False Pass,2nd Class City,Community,40,DCCED Commissioner Certified,2013
-161.1648736,64.9306613100001,Koyuk,2nd Class City,Community,342,DCCED Commissioner Certified,2013
-159.5305977,62.6553703500001,Shageluk,2nd Class City,Community,76,DCCED Commissioner Certified,2013
-164.8520039,62.5310651300001,Nunam Iqua,2nd Class City,Community,211,DCCED Commissioner Certified,2013
-135.7390616,58.4133428700001,Gustavus,2nd Class City,Community,502,DCCED Commissioner Certified,2013
-144.947406,61.7374181000001,Kenny Lake,Unincorporated CDP,Community,358,DOLWD Estimate,2013
-150.0512588,62.44980587,Chase,CDP,Community,35,DOLWD Estimate,2013
-163.175161,62.0514716000001,Saint Mary's,1st Class City,Community,544,DCCED Commissioner Certified,2013
-150.6371652,64.9958868300001,Manley Hot Springs,Unincorporated CDP,Community,116,DOLWD Estimate,2013
-143.0117859,62.37195602,Nabesna,Unincorporated CDP,Place of Interest,7,DOLWD Estimate,2013
-149.4411111,60.0725,Lowell Point,CDP,Community,59,DOLWD Estimate,2013
-131.573307,55.1260739100001,Metlakatla,Indian reservation organized under federal law,Community,1463,DOLWD Estimate,2013
-158.621625,59.2792073700001,Aleknagik,2nd Class City,Community,211,DCCED Commissioner Certified,2013
-150.9159762,59.8535156300001,Fox River,CDP,Place of Interest,653,DOLWD Estimate,2013
-149.8191587,61.5522787300001,Big Lake,CDP,Community,3502,DOLWD Estimate,2013
-150.0435938,62.1312135000001,Susitna North,CDP,Place of Interest,1376,DOLWD Estimate,2013
-163.7262756,62.08954141,Mountain Village,2nd Class City,Community,862,DCCED Commissioner Certified,2013
-164.6294162,60.93686382,Newtok,Unincorporated CDP,Community,377,DOLWD Estimate,2013
-162.5929893,66.8966754200001,Kotzebue,2nd Class City,Community,3202,DCCED Commissioner Certified,2013
-156.8771232,64.7426528600001,Galena,1st Class City,Community,483,DCCED Commissioner Certified,2013
-132.6500231,55.4822323000001,Hollis,Unincorporated CDP,Community,109,DOLWD Estimate,2013
-162.2645069,64.61655211,Elim,2nd Class City,Community,352,DCCED Commissioner Certified,2013
-152.3974812,57.7930013600001,Kodiak,Home Rule City,Community,6338,DCCED Commissioner Certified,2013
-145.8345557,64.1472131900001,Big Delta,Unincorporated CDP,Place of Interest,587,DOLWD Estimate,2013
-160.1993288,62.65252995,Anvik,2nd Class City,Community,80,DCCED Commissioner Certified,2013
-133.0960345,55.55450419,Klawock,1st Class City,Community,786,DCCED Commissioner Certified,2013
-152.5822723,57.7055350000001,Womens Bay,CDP,Place of Interest,763,DOLWD Estimate,2013
-151.2013355,61.9677230600001,Skwentna,CDP,Place of Interest,35,DOLWD Estimate,2013
-162.5194696,60.89457329,Kasigluk,Unincorporated CDP,Community,594,DOLWD Estimate,2013
-132.8235136,55.2059259000001,Hydaburg,1st Class City,Community,405,DCCED Commissioner Certified,2013
-152.5037,57.7381,Kodiak Station,CDP,Place of Interest,1295,DOLWD Estimate,2013
-141.0457864,64.74518901,Eagle Village,Unincorporated CDP,Community,74,DOLWD Estimate,2013
-151.1425755,60.4866414200001,Kalifornsky,CDP,Community,8179,DOLWD Estimate,2013
-161.4375467,60.81122837,Kwethluk,2nd Class City,Community,783,DCCED Commissioner Certified,2013
-165.5815722,61.8428100100001,Scammon Bay,2nd Class City,Community,518,DCCED Commissioner Certified,2013
-169.54528,56.6014257,Saint George,2nd Class City,Community,97,DCCED Commissioner Certified,2013
-160.3157629,61.5381853700001,Upper Kalskag,2nd Class City,Community,222,DCCED Commissioner Certified,2013
-166.4922015,65.3344880500001,Brevig Mission,2nd Class City,Community,445,DCCED Commissioner Certified,2013
-135.2282914,57.7810313900001,Tenakee Springs,2nd Class City,Community,141,DCCED Commissioner Certified,2013
-166.5376818,53.8730924600001,Unalaska,1st Class City,Community,4737,DCCED Commissioner Certified,2013
-154.4366825,57.56248915,Karluk,CDP,Community,41,DOLWD Estimate,2013
-146.7789165,61.9898422000001,Nelchina,Unincorporated CDP,Community,76,DOLWD Estimate,2013
-142.9237002,61.43287967,McCarthy,Unincorporated CDP,Community,31,DOLWD Estimate,2013
-149.1907816,64.34335795,Anderson,2nd Class City,Community,235,DCCED Commissioner Certified,2013
-151.4527343,59.66696928,Kachemak,2nd Class City,Community,455,DCCED Commissioner Certified,2013
-157.2856959,59.7264073700001,Koliganek,Unincorporated CDP,Community,223,DOLWD Estimate,2013
-143.3559974,63.3762792000001,Tanacross,Unincorporated CDP,Community,130,DOLWD Estimate,2013
-161.7717709,60.7911992000001,Bethel,2nd Class City,Community,6278,DCCED Commissioner Certified,2013
-161.972626,60.6943313400001,Napakiak,2nd Class City,Community,362,DCCED Commissioner Certified,2013
-151.2237875,59.5976979500001,Halibut Cove,CDP,Place of Interest,88,DOLWD Estimate,2013
-155.9035402,59.32534731,Igiugig,CDP,Community,52,DOLWD Estimate,2013
-158.6190156,56.93007699,Port Heiden,2nd Class City,Community,118,DCCED Commissioner Certified,2013
-162.457405,60.8972172800001,Nunapitchuk,2nd Class City,Community,551,DCCED Commissioner Certified,2013
-149.8014267,61.6312394,Houston,2nd Class City,Community,2039,DCCED Commissioner Certified,2013
-145.4960007,63.0324502400001,Paxson,Unincorporated CDP,Community,43,DOLWD Estimate,2013
-163.0367115,64.5423909500001,Golovin,2nd Class City,Community,181,DCCED Commissioner Certified,2013
-155.5883531,62.9501408500001,McGrath,2nd Class City,Community,320,DCCED Commissioner Certified,2013
-152.8810386,58.0041020100001,Aleneva,CDP,Place of Interest,37,DOLWD Estimate,2013
-168.0912602,65.60901955,Wales,2nd Class City,Community,150,DCCED Commissioner Certified,2013
-135.4422105,58.08906326,Whitestone Logging Camp,Unincorporated CDP,Place of Interest,0,DOLWD Estimate,2013
-157.3346559,61.7822606500001,Red Devil,Unincorporated CDP,Community,19,DOLWD Estimate,2013
-136.2297476,57.9606687,Pelican,1st Class City,Community,79,DCCED Commissioner Certified,2013
-163.1576184,59.8770966700001,Kwigillingok,Unincorporated CDP,Community,317,DOLWD Estimate,2013
-163.5565366,63.0331139900001,Kotlik,2nd Class City,Community,644,DCCED Commissioner Certified,2013
-164.5298469,62.7769473800001,Emmonak,2nd Class City,Community,811,DCCED Commissioner Certified,2013
-151.7185739,59.44059723,Seldovia,1st Class City,Community,245,DCCED Commissioner Certified,2013
-145.527782,62.1126684500001,Glennallen,Unincorporated CDP,Community,491,DOLWD Estimate,2013
-151.5083559,66.92186904,Bettles,2nd Class City,Community,14,DCCED Commissioner Certified,2013
-144.0667491,65.8266465400001,Circle,Unincorporated CDP,Community,113,DOLWD Estimate,2013
-131.6480233,55.3424333300001,Ketchikan,Home Rule City,Community,8313,DCCED Commissioner Certified,2013
-149.2399694,61.5740853200001,Gateway,CDP,Community,5910,DOLWD Estimate,2013
-145.5374067,63.9822426900001,Gold Sand Acres,Unincorporated,Community,0,DOLWD Estimate,2013
-145.8179463,66.2629693000001,Birch Creek,Unincorporated CDP,Community,31,DOLWD Estimate,2013
-157.3757505,58.2090702300001,Egegik,2nd Class City,Community,112,DCCED Commissioner Certified,2013
-149.1157308,64.0170859300001,Ferry,CDP,Place of Interest,33,DOLWD Estimate,2013
-161.2018498,56.0012060400001,Nelson Lagoon,CDP,Community,46,DOLWD Estimate,2013
-136.3454861,58.19391484,Elfin Cove,Unincorporated CDP,Community,20,DOLWD Estimate,2013
-145.1796574,61.66126868,Tonsina,Unincorporated CDP,Place of Interest,89,DOLWD Estimate,2013
-157.478047,59.3502442700001,Ekwok,2nd Class City,Community,115,DCCED Commissioner Certified,2013
-151.649954,59.4743452800001,Seldovia Village,CDP,Community,159,DOLWD Estimate,2013
-151.4022394,60.2264313800001,Clam Gulch,CDP,Community,200,DOLWD Estimate,2013
-143.7975818,62.92939878,Mentasta Lake,Unincorporated CDP,Community,125,DOLWD Estimate,2013
-146.6817213,60.86848502,Tatitlek,Unincorporated CDP,Community,83,DOLWD Estimate,2013
-151.6131147,59.81132569,Nikolaevsk,CDP,Community,312,DOLWD Estimate,2013
-160.7919652,63.87663037,Unalakleet,2nd Class City,Community,701,DCCED Commissioner Certified,2013
-154.2582191,66.0458727800001,Hughes,2nd Class City,Community,88,DCCED Commissioner Certified,2013
-161.1290202,65.9776538400001,Buckland,2nd Class City,Community,487,DCCED Commissioner Certified,2013
-165.7735393,54.13431811,Akutan,2nd Class City,Community,1154,DCCED Commissioner Certified,2013
-132.9777041,56.81669536,Kupreanof,2nd Class City,Community,25,DCCED Commissioner Certified,2013
-133.0846458,55.5574327800001,Big Salt,Unincorporated,Community,0,DOLWD Estimate,2013
-145.371878,62.26858008,Gulkana,Unincorporated CDP,Community,122,DOLWD Estimate,2013
-133.9447988,56.9744498800001,Kake,1st Class City,Community,598,DCCED Commissioner Certified,2013
-149.8948474,61.21627757,Anchorage,Unified Home Rule Borough,Community,301134,DCCED Commissioner Certified,2013
-157.8565278,67.0864707800001,Ambler,2nd Class City,Community,264,DCCED Commissioner Certified,2013
-164.5399655,67.7273868300001,Kivalina,2nd Class City,Community,402,DCCED Commissioner Certified,2013
-130.0255142,55.9157523000001,Hyder,Unincorporated CDP,Community,98,DOLWD Estimate,2013
-145.1737915,63.8871444900001,Deltana,Unincorporated CDP,Community,2313,DOLWD Estimate,2013
-171.7188264,63.7768845400001,Gambell,2nd Class City,Community,722,DCCED Commissioner Certified,2013
-161.8147503,59.00848275,Platinum,2nd Class City,Community,63,DCCED Commissioner Certified,2013
-145.7366682,64.04716726,Delta Junction,2nd Class City,Community,1101,DCCED Commissioner Certified,2013
-131.5976178,55.3189242300001,Saxman,2nd Class City,Community,411,DCCED Commissioner Certified,2013
-166.0707644,66.25510533,Shishmaref,2nd Class City,Community,598,DCCED Commissioner Certified,2013
-162.0294973,60.2189059200001,Eek,2nd Class City,Community,356,DCCED Commissioner Certified,2013
-146.4218093,67.0167170700001,Venetie,Unincorporated CDP,Community,181,DOLWD Estimate,2013
-161.7713652,60.7226475400001,Oscarville,Unincorporated CDP,Community,69,DOLWD Estimate,2013
-151.3195796,60.36911853,Cohoe,CDP,Community,1384,DOLWD Estimate,2013
-151.2488059,60.5590139000001,Kenai,Home Rule City,Community,7247,DCCED Commissioner Certified,2013
-135.4431478,58.41682002,Excursion Inlet,CDP,Place of Interest,12,DOLWD Estimate,2013
-148.8953863,63.39242527,Cantwell,CDP,Community,207,DOLWD Estimate,2013
-166.3652024,65.2629568300001,Teller,2nd Class City,Community,241,DCCED Commissioner Certified,2013
-135.989808,59.3937181100001,Covenant Life,CDP,Place of Interest,82,DOLWD Estimate,2013
-165.5905277,61.5286181800001,Chevak,2nd Class City,Community,984,DCCED Commissioner Certified,2013
-150.1718169,65.5033866300001,Rampart,Unincorporated CDP,Community,29,DOLWD Estimate,2013
-170.4840268,63.6929776000001,Savoonga,2nd Class City,Community,718,DCCED Commissioner Certified,2013
-152.6494805,66.56004842,Allakaket,2nd Class City,Community,108,DCCED Commissioner Certified,2013
-163.0091377,69.7431228900001,Point Lay,CDP,Community,196,DOLWD Estimate,2013
-147.3971488,66.3603484600001,Beaver,Unincorporated CDP,Community,87,DOLWD Estimate,2013
-154.1732455,56.9468146400001,Akhiok,2nd Class City,Community,85,DCCED Commissioner Certified,2013
-144.0493401,63.65559219,Dot Lake Village,Unincorporated CDP,Place of Interest,54,DOLWD Estimate,2013
-134.6469956,56.2492376800001,Port Alexander,2nd Class City,Community,66,DCCED Commissioner Certified,2013
-162.8831358,61.9372025100001,Pilot Station,2nd Class City,Community,628,DCCED Commissioner Certified,2013
-158.7630842,56.25373123,Chignik Lake,CDP,Community,70,DOLWD Estimate,2013
-161.1943563,64.3545557,Shaktoolik,2nd Class City,Community,272,DCCED Commissioner Certified,2013
-158.0075,62.4536000000001,Flat,Unincorporated CDP,Place of Interest,0,DOLWD Estimate,2013
-150.0108417,61.3551864900001,Point MacKenzie,CDP,Community,565,DOLWD Estimate,2013
-159.4841633,55.9034342200001,Ivanof Bay,CDP,Place of Interest,7,DOLWD Estimate,2013
-133.6581577,55.9551227100001,Edna Bay,Unincorporated CDP,Community,49,DOLWD Estimate,2013
-135.338623,57.0490212600001,Sitka,Unified Home Rule Borough,Community,9039,DCCED Commissioner Certified,2013
-156.6676467,58.6813712700001,King Salmon,CDP,Community,357,DOLWD Estimate,2013
-162.2764121,60.8572982700001,Atmautluak,Unincorporated CDP,Community,302,DOLWD Estimate,2013
-149.622229,60.91793289,Hope,CDP,Community,196,DOLWD Estimate,2013
-143.6128541,70.1266124700001,Kaktovik,2nd Class City,Community,262,DCCED Commissioner Certified,2013
-132.5228223,55.6854862600001,Thorne Bay,2nd Class City,Community,518,DCCED Commissioner Certified,2013
-133.6212106,56.3513641000001,Point Baker,Unincorporated CDP,Community,16,DOLWD Estimate,2013
-148.9168668,63.7323200700001,Denali Park,CDP,Community,188,DOLWD Estimate,2013
-148.4788125,61.79624012,Chickaloon,CDP,Community,243,DOLWD Estimate,2013
-154.375216,63.01373203,Nikolai,2nd Class City,Community,108,DCCED Commissioner Certified,2013
-158.724932,64.3265639300001,Kaltag,2nd Class City,Community,184,DCCED Commissioner Certified,2013
-157.3112886,59.4515508600001,New Stuyahok,2nd Class City,Community,500,DCCED Commissioner Certified,2013
-148.0123404,60.0655963200001,Chenega,Unincorporated CDP,Community,68,DOLWD Estimate,2013
-160.9564605,61.09868491,Tuluksak,Unincorporated CDP,Community,384,DOLWD Estimate,2013
-147.3514965,64.7549026500001,North Pole,Home Rule City,Community,2209,DCCED Commissioner Certified,2013
-147.412615,64.80456701,Badger,CDP,Place of Interest,19935,DOLWD Estimate,2013
-132.3836088,56.470404,Wrangell,Unified Home Rule Borough,Community,2456,DCCED Commissioner Certified,2013
-147.6183,64.9581000000001,Fox,CDP,Community,435,DOLWD Estimate,2013
-147.0383883,64.8772855300001,Two Rivers,CDP,Community,744,DOLWD Estimate,2013
-139.7500324,59.5587609,Yakutat,Non-Unified Home Rule Borough,Community,622,DCCED Commissioner Certified,2013
-147.8794672,64.9273104000001,Goldstream,CDP,Community,3702,DOLWD Estimate,2013
-147.8028,64.8569000000001,College,CDP,Place of Interest,13394,DOLWD Estimate,2013
-146.5992937,64.37150719,Harding-Birch Lakes,CDP,Place of Interest,293,DOLWD Estimate,2013
-147.7212482,64.83969225,Fairbanks,Home Rule City,Community,32204,DCCED Commissioner Certified,2013
-147.4881462,64.8923484100001,Steele Creek,CDP,Place of Interest,6791,DOLWD Estimate,2013
-146.9772097,64.48242457,Salcha,CDP,Community,1101,DOLWD Estimate,2013
-147.0810566,64.6701432,Eielson AFB,CDP,Place of Interest,2793,DOLWD Estimate,2013
-146.855164,64.8777178500001,Pleasant Valley,CDP,Community,746,DOLWD Estimate,2013
-147.7592394,64.81107438,South Van Horn,CDP,Place of Interest,559,DOLWD Estimate,2013
-147.9767933,64.85543162,Ester,CDP,Community,2621,DOLWD Estimate,2013
-147.9691582,64.8258662200001,Chena Ridge,CDP,Place of Interest,6179,DOLWD Estimate,2013
-147.1505301,64.70862307,Moose Creek,CDP,Community,731,DOLWD Estimate,2013
-147.7605973,64.8898107300001,Farmers Loop,CDP,Place of Interest,5024,DOLWD Estimate,2013
-134.4066397,58.2998397100001,Juneau,Unified Home Rule Borough,Community,33064,DCCED Commissioner Certified,2013
-165.8411654,61.69961533,Paimiut,Unincorporated,Place of Interest,0,2013 Department of Labor Estimates (ANVSA),2013
-153.7661592,56.86036577,Kaguyak,Locality,Place of Interest,0,Kaguyak was an Alutiiq village and is now used as a fish camp. It is not inhabited year round.,2013
-149.5351971,61.36992924,Chugiak,Locality,Place of Interest,5343,2013 Department of Labor Estimates (Census Tract),2013
-144.639073,65.4830450000001,Circle Hot Springs,Locality,Place of Interest,0,Population is counted as part of the Yukon-Koyukuk Census Area.,2013
-166.2126021,68.8801672700001,Cape Lisburne,Locality,Place of Interest,0,Population is counted as part of the North Slope Borough.,2013
-154.534195,57.1975730600001,Ayakulik,Locality,Place of Interest,0,Ayakulik is an abandoned village and is currently uninhabited.,2013
-132.134714,56.17834671,Thom's Place,Locality,Place of Interest,0,Thom's Place is currently uninhabited.,2013
-151.454043,59.67334192,Ptarmigan Heights,Locality,Community,0,Population is counted as part of the Fairbanks North Star Borough.,2013
-150.9247116,70.34435668,Alpine,Locality,Place of Interest,0,Population is counted as part of the North Slope Borough.,2013
-164.4416284,64.5605626500001,Solomon,Unincorporated,Place of Interest,0,2013 Department of Labor Estimates (ANVSA),2013
-164.1793005,62.9450601400001,Chuloonawick,Locality,Place of Interest,0,2013 Department of Labor Estimates (ANVSA),2013
-147.6436527,64.8278334500001,Fort Wainwright,Locality,Place of Interest,8143,2013 Department of Labor Estimates (Census Tract),2013
-158.7328441,61.53637174,Napaimute,Unincorporated,Place of Interest,2,2013 Department of Labor Estimates (ANVSA),2013
-167.8955376,53.38509408,Fort Glenn,Unincorporated,Place of Interest,0,Fort Glenn is a former military base that  is no longer in use.,2013
-151.5378289,59.46585407,Jakolof Bay,Locality,Place of Interest,0,Jakolof Bay is a recreational area with a few cabins. Population data is not available.,2013
-162.8136816,54.4805039500001,Sanak,Locality,Place of Interest,0,Population is counted as part of the Aleutians East Borough.,2013
-165.0638203,65.1473228300001,Mary's Igloo,Unincorporated,Place of Interest,0,2013 Department of Labor Estimates (ANVSA),2013
-152.651794,66.539456,New Allakaket,Unincorporated CDP,Place of Interest,0,Population data is not available.,2013
-149.3041983,61.6089874900001,North Lakes,Locality,Community,0,Population is counted as part of the Lakes CDP.,2013
-134.4008708,58.2791882700001,Douglas,Locality,Place of Interest,5625,2013 Department of Labor Estimates (Census Tract),2013
-149.87994,70.4975517300001,Oliktok,Locality,Place of Interest,0,Population is counted as part of the North Slope Borough.,2013
-153.2794001,63.38388646,Telida,Unincorporated,Place of Interest,2,2013 Department of Labor Estimates (ANVSA),2013
-149.0268428,63.9048025500001,Lignite,Locality,Place of Interest,0,Population is counted as part of the Denali Borough.,2013
-153.4211568,57.68276073,Uganik,Locality,Place of Interest,0,Uganik is an abandoned village on Uganik Island. See ANCSA information.,2013
-142.1008192,67.14753403,Canyon Village,Unincorporated,Place of Interest,0,2013 Department of Labor Estimates (ANVSA),2013
-160.575519,55.9876760000001,Port Moller,Locality,Place of Interest,0,Population is counted as part of the Aleutians East Borough.,2013
-134.6700824,58.3701947600001,Auke Bay,Locality,Place of Interest,5180,2013 Department of Labor Estimates (Census Tract),2013
-145.6351157,60.5262940000001,Eyak,Unincorporated,Place of Interest,131,2013 Department of Labor Estimates (ANVSA),2013
-153.8845039,59.7801887900001,Pile Bay,Locality,Place of Interest,0,Pile Bay is a former village site that is no longer populated.,2013
-136.1322771,59.4280005000001,Klehini Valley,Locality,Place of Interest,0,Population is counted as part of the Haines Borough.,2013
-165.1942645,60.4979951400001,Umkumiute,Unincorporated,Place of Interest,0,Umkumiute is a seasonal fish camp located on Nelson Island.,2013
-151.4435797,59.6659190400001,Millers Landing,Locality,Place of Interest,0,Population is counted as part of the Kenai Peninsula Borough,2013
-150.5990608,61.4142118500001,Alexander Creek,Locality,Place of Interest,0,Population is counted as part of the Matanuska-Susitna Borough.,2013
-158.5608266,58.8159796400001,Ekuk,Unincorporated,Place of Interest,2,2013 Department of Labor Estimates (ANVSA),2013
-132.256261,55.7392590000001,Meyers Chuck,Locality,Place of Interest,0,Population is counted as part of Wrangell.,2013
-154.6992074,63.1054040400001,Medfra,Locality,Place of Interest,0,Population is counted as part of the Yukon-Koyukuk Census Area.,2013
-163.191134,62.0472013200001,Andreafsky,Unincorporated,Place of Interest,88,2013 Department of Labor Estimates (ANVSA),2013
-135.447947,59.2343054,Haines CDP,CDP,CDP,1808,2013 Department of Labor Estimates,2013
-170.2812243,63.43491341,Saint Lawrence Island,Unincorporated,Place of Interest,0,"St. Lawrence Island has two second class cities, Gambell and Savoonga where most people live.",2013
-149.1905119,64.2554297,Clear,Locality,Place of Interest,0,Population is counted as part of the Denali Borough.,2013
-149.5465095,61.3151319900001,Eagle River,Locality,Place of Interest,6030,2013 Department of Labor Estimates (Census Tract),2013
-149.807094,61.2570600000001,Joint Base Elmendorf-Richardson,Locality,Place of Interest,13726,2013 Department of Labor Estimates (Census Tract),2013
-151.0740714,59.7946689300001,Kachemak Selo,Locality,Place of Interest,0,Population is counted as part of the Kenai Peninsula Borough.,2013
-152.1398337,69.37131343,Umiat,Locality,Place of Interest,0,Population is counted as part of the North Slope Borough.,2013
-158.0956505,62.54422249,Iditarod,Unincorporated,Place of Interest,0,Iditarod is currently uninhabited.,2013
-134.3246978,58.26059675,Thane,Locality,Place of Interest,0,Population is counted as part of Juneau.,2013
-160.5511769,55.2413504,Squaw Harbor,Locality,Place of Interest,0,Population is counted as part of the Aleutians East Borough.,2013
-156.0361136,57.5677538,Kanatak,Locality,Place of Interest,0,Population data is not available.,2013
-152.5836703,58.4904418200001,Port William,Locality,Place of Interest,0,Population data is not available.,2013
-131.5347378,55.2971708800001,Mountain Point,Locality,Place of Interest,0,Population is counted as part of the Ketchikan Gateway Borough.,2013
-163.6763889,64.895,Council,Locality,Place of Interest,0,2013 Department of Labor Estimates (ANVSA),2013
-163.8941667,62.8961111,Hamilton,Unincorporated,Place of Interest,0,2013 Department of Labor Estimates (ANVSA),2013
-149.8240826,61.0848208400001,Rabbit Creek,Locality,Place of Interest,4109,2013 Department of Labor Estimates (Census Tract),2013
-151.0827445,59.8127242100001,Razdolna Village,Locality,Place of Interest,0,Population is counted as part of the Kenai Peninsula Borough.,2013
-135.884444,59.40389,Haines CDP,CDP,CDP,1808,2013 Department of Labor Estimates,2013
-155.5473984,64.09977795,Poorman,Locality,Place of Interest,0,Population is counted as part of the Yukon-Koyukuk Census Area.,2013
-149.128044,60.96775196,Girdwood,Locality,Place of Interest,2701,2013 Department of Labor Estimates (Census Tract),2013
173.1708002,52.82597479,Attu Station,Unincorporated CDP,Place of Interest,0,2013 Department of Labor Estimates,2013
-148.9852036,60.8320999700001,Portage,Unincorporated CDP,Place of Interest,0,Population is counted as part of Anchorage.,2013
-151.7411324,59.21271504,Portlock,Locality,Place of Interest,0,Population is counted as part of the Kenai Peninsula Borough.,2013
-149.971789,62.0168980000001,Caswell,Locality,Place of Interest,0,Caswell is located within the Matanuska-Susitna Borough.,2013
