Longitude,Latitude,Community,IncorporationType,AreaType,Population,Source,Year
-158.621625,59.2792073700001,Aleknagik,2nd Class City,Community,237,DCCED Commissioner Certified,2017
-147.7212482,64.83969225,Fairbanks,Home Rule City,Community,31905,DCCED Commissioner Certified,2017
-152.8810386,58.0041020100001,Aleneva,CDP,Place of Interest,24,DCCED Commissioner Certified,2017
-166.0707644,66.25510533,Shishmaref,2nd Class City,Community,561,DCCED Commissioner Certified,2017
-145.371878,62.26858008,Gulkana,Unincorporated CDP,Community,108,DCCED Commissioner Certified,2017
-151.8340149,59.7764369000001,Anchor Point,CDP,Community,2042,DCCED Commissioner Certified,2017
-162.9885,67.5718168000001,Noatak,CDP,Community,580,DCCED Commissioner Certified,2017
-151.1425755,60.4866414200001,Kalifornsky,CDP,Community,8564,DCCED Commissioner Certified,2017
-150.5990608,61.4142118500001,Alexander Creek,Locality,Place of Interest,0,Population is counted as part of the Matanuska-Susitna Borough.,2017
-147.8794672,64.9273104000001,Goldstream,CDP,Community,3645,DCCED Commissioner Certified,2017
-149.248677,61.6932211800001,Fishhook,CDP,Community,6177,DCCED Commissioner Certified,2017
-149.8240826,61.0848208400001,Rabbit Creek,Locality,Place of Interest,4029,2017 Department of Labor Estimates,2017
-154.534195,57.1975730600001,Ayakulik,Locality,Place of Interest,0,Ayakulik is an abandoned village and is currently uninhabited.,2017
-162.2764121,60.8572982700001,Atmautluak,Unincorporated CDP,Community,311,DCCED Commissioner Certified,2017
-162.7288422,66.07667336,Deering,2nd Class City,Community,154,DCCED Commissioner Certified,2017
-162.0399103,63.47835158,Saint Michael,2nd Class City,Community,389,DCCED Commissioner Certified,2017
-149.0459984,61.6283302300001,Lazy Mountain,CDP,Community,1559,DCCED Commissioner Certified,2017
-146.7789165,61.9898422000001,Nelchina,Unincorporated CDP,Community,66,DCCED Commissioner Certified,2017
-146.6817213,60.86848502,Tatitlek,Unincorporated CDP,Community,93,DCCED Commissioner Certified,2017
-149.8191587,61.5522787300001,Big Lake,CDP,Community,3771,DCCED Commissioner Certified,2017
-142.4305944,60.0693367900001,Cape Yakataga,Locality,Place of Interest,0,Cape Yakataga is currently uninhabited.,2017
-176.6402959,51.86824598,Adak,2nd Class City,Community,308,DCCED Commissioner Certified,2017
-135.3750052,59.1599890900001,Mud Bay,CDP,Place of Interest,204,DCCED Commissioner Certified,2017
-162.0294973,60.2189059200001,Eek,2nd Class City,Community,353,DCCED Commissioner Certified,2017
-151.4527343,59.66696928,Kachemak,2nd Class City,Community,505,DCCED Commissioner Certified,2017
-156.5882554,61.7871601300001,Stony River,Unincorporated CDP,Community,36,DCCED Commissioner Certified,2017
-151.2488059,60.5590139000001,Kenai,Home Rule City,Community,7038,DCCED Commissioner Certified,2017
-166.849516,65.2618559900001,Port Clarence,Unincorporated CDP,Place of Interest,0,DCCED Commissioner Certified,2017
-160.1993288,62.65252995,Anvik,2nd Class City,Community,85,DCCED Commissioner Certified,2017
-159.5305977,62.6553703500001,Shageluk,2nd Class City,Community,74,DCCED Commissioner Certified,2017
-174.2001988,52.1978076400001,Atka,2nd Class City,Community,54,DCCED Commissioner Certified,2017
-152.0777034,65.17118315,Tanana,1st Class City,Community,225,DCCED Commissioner Certified,2017
-156.0361136,57.5677538,Kanatak,Locality,Place of Interest,0,Population data is not available.,2017
-146.5992937,64.37150719,Harding-Birch Lakes,CDP,Place of Interest,326,DCCED Commissioner Certified,2017
-133.2026781,55.86896699,Naukati Bay,Unincorporated CDP,Community,119,DCCED Commissioner Certified,2017
-162.5194696,60.89457329,Kasigluk,Unincorporated CDP,Community,631,DCCED Commissioner Certified,2017
-149.87994,70.4975517300001,Oliktok,Locality,Place of Interest,0,Population is counted as part of the North Slope Borough.,2017
-155.4889493,64.7392281,Ruby,2nd Class City,Community,170,DCCED Commissioner Certified,2017
-145.3018732,62.3018968100001,Gakona,Unincorporated CDP,Community,181,DCCED Commissioner Certified,2017
-145.1737915,63.8871444900001,Deltana,Unincorporated CDP,Community,2221,DCCED Commissioner Certified,2017
-164.5399655,67.7273868300001,Kivalina,2nd Class City,Community,417,DCCED Commissioner Certified,2017
-165.5905277,61.5286181800001,Chevak,2nd Class City,Community,1033,DCCED Commissioner Certified,2017
-149.2964457,61.5911199400001,Lakes,CDP,Place of Interest,9255,DCCED Commissioner Certified,2017
-151.7358661,68.1418507700001,Anaktuvuk Pass,2nd Class City,Community,393,DCCED Commissioner Certified,2017
-149.7225708,61.4620867300001,Knik,Locality,Place of Interest,0,Knik is a ghost town that is no longer populated.,2017
-144.0493401,63.65559219,Dot Lake Village,Unincorporated CDP,Place of Interest,39,DCCED Commissioner Certified,2017
-150.7679026,62.4964964500001,Petersville,CDP,Community,4,DCCED Commissioner Certified,2017
-149.1905119,64.2554297,Clear,Locality,Place of Interest,0,Population is counted as part of the Denali Borough.,2017
-163.41049,64.68127766,White Mountain,2nd Class City,Community,212,DCCED Commissioner Certified,2017
-141.9341786,62.9617709300001,Northway,Unincorporated CDP,Place of Interest,77,DCCED Commissioner Certified,2017
-147.7592394,64.81107438,South Van Horn,CDP,Place of Interest,552,DCCED Commissioner Certified,2017
-168.8601835,52.9401089500001,Nikolski,Unincorporated CDP,Community,17,DCCED Commissioner Certified,2017
-151.2237875,59.5976979500001,Halibut Cove,CDP,Place of Interest,89,DCCED Commissioner Certified,2017
-134.7336438,57.94151874,Cube Cove,Locality,Place of Interest,0,Site of a former logging camp.,2017
-149.1907816,64.34335795,Anderson,2nd Class City,Community,273,DCCED Commissioner Certified,2017
-135.2282914,57.7810313900001,Tenakee Springs,2nd Class City,Community,135,DCCED Commissioner Certified,2017
-144.4411179,61.5164902700001,Chitina,Unincorporated CDP,Community,97,DCCED Commissioner Certified,2017
-151.4022394,60.2264313800001,Clam Gulch,CDP,Community,177,DCCED Commissioner Certified,2017
-150.0435938,62.1312135000001,Susitna North,CDP,Place of Interest,1533,DCCED Commissioner Certified,2017
-158.7630842,56.25373123,Chignik Lake,CDP,Community,68,DCCED Commissioner Certified,2017
-157.8565278,67.0864707800001,Ambler,2nd Class City,Community,284,DCCED Commissioner Certified,2017
-151.5320066,59.64718757,Homer,1st Class City,Community,5313,DCCED Commissioner Certified,2017
-144.947406,61.7374181000001,Kenny Lake,Unincorporated CDP,Community,284,DCCED Commissioner Certified,2017
-166.3652024,65.2629568300001,Teller,2nd Class City,Community,251,DCCED Commissioner Certified,2017
-162.457405,60.8972172800001,Nunapitchuk,2nd Class City,Community,622,DCCED Commissioner Certified,2017
-149.0354355,61.54162777,Butte,CDP,Community,3589,DCCED Commissioner Certified,2017
-149.5465095,61.3151319900001,Eagle River,Locality,Place of Interest,6211,2017 Department of Labor Estimates,2017
-156.8771232,64.7426528600001,Galena,1st Class City,Community,472,DCCED Commissioner Certified,2017
-156.3947017,65.70183545,Huslia,2nd Class City,Community,293,DCCED Commissioner Certified,2017
-161.3234961,61.78384234,Russian Mission,2nd Class City,Community,331,DCCED Commissioner Certified,2017
-143.7278962,66.65040098,Chalkyitsik,Unincorporated CDP,Community,77,DCCED Commissioner Certified,2017
-149.4392242,60.10312795,Seward,Home Rule City,Community,2518,DCCED Commissioner Certified,2017
-160.4373192,66.9742028200001,Kiana,2nd Class City,Community,417,DCCED Commissioner Certified,2017
-158.6190156,56.93007699,Port Heiden,2nd Class City,Community,110,DCCED Commissioner Certified,2017
-161.8653904,61.5672487300001,Ohogamiut,Unincorporated,Place of Interest,0,Ohogamiut is currently uninhabited (ANVSA July 2017 Estimate),2017
-169.54528,56.6014257,Saint George,2nd Class City,Community,70,DCCED Commissioner Certified,2017
-143.0117859,62.37195602,Nabesna,Unincorporated CDP,Place of Interest,1,DCCED Commissioner Certified,2017
-152.6494805,66.56004842,Allakaket,2nd Class City,Community,164,DCCED Commissioner Certified,2017
-149.6035519,61.62425754,Meadow Lakes,CDP,Community,8751,DCCED Commissioner Certified,2017
-161.972626,60.6943313400001,Napakiak,2nd Class City,Community,363,DCCED Commissioner Certified,2017
-165.5815722,61.8428100100001,Scammon Bay,2nd Class City,Community,573,DCCED Commissioner Certified,2017
-153.8845039,59.7801887900001,Pile Bay,Locality,Place of Interest,0,Pile Bay is a former village site that is no longer populated.,2017
-165.1072343,60.52954536,Toksook Bay,2nd Class City,Community,673,DCCED Commissioner Certified,2017
-151.0430362,61.1721485100001,Beluga,CDP,Place of Interest,13,DCCED Commissioner Certified,2017
-153.2836713,57.21341891,Old Harbor,2nd Class City,Community,214,DCCED Commissioner Certified,2017
-149.5351971,61.36992924,Chugiak,Locality,Place of Interest,5458,2017 Department of Labor Estimates,2017
-147.9767933,64.85543162,Ester,CDP,Community,2455,DCCED Commissioner Certified,2017
-150.3783562,61.0350394000001,Point Possession,CDP,Place of Interest,24,DCCED Commissioner Certified,2017
-146.5383,62.0494,Mendeltna,Unincorporated CDP,Community,39,DCCED Commissioner Certified,2017
-153.4211568,57.68276073,Uganik,Locality,Place of Interest,0,Uganik is an abandoned village on Uganik Island. See ANCSA information.,2017
-150.1895984,67.25623468,Coldfoot,Unincorporated CDP,Place of Interest,9,DCCED Commissioner Certified,2017
-163.175161,62.0514716000001,Saint Mary's,1st Class City,Community,566,DCCED Commissioner Certified,2017
-162.3112663,55.0595082400001,King Cove,1st Class City,Community,925,DCCED Commissioner Certified,2017
-146.5882565,62.29986189,Lake Louise,CDP,Community,32,DCCED Commissioner Certified,2017
-155.5473984,64.09977795,Poorman,Locality,Place of Interest,0,Population is counted as part of the Yukon-Koyukuk Census Area.,2017
-157.4235473,70.48213652,Atqasuk,2nd Class City,Community,248,DCCED Commissioner Certified,2017
-150.0512588,62.44980587,Chase,CDP,Community,33,DCCED Commissioner Certified,2017
-132.3836088,56.470404,Wrangell,Unified Home Rule Borough,Community,2387,DCCED Commissioner Certified,2017
-145.6351157,60.5262940000001,Eyak,Unincorporated,Place of Interest,130,2017 Department of Labor Estimates,2017
173.1708002,52.82597479,Attu Station,Unincorporated CDP,Place of Interest,0,2017 DCCED Certified Population,2017
-165.8411654,61.69961533,Paimiut,Unincorporated,Place of Interest,0,Paimiut is currently uninhabited (ANVSA July 2017 Estimate),2017
-159.5275949,61.5787638800001,Aniak,2nd Class City,Community,498,DCCED Commissioner Certified,2017
-149.8014267,61.6312394,Houston,2nd Class City,Community,2113,DCCED Commissioner Certified,2017
-161.9006125,59.7514267400001,Quinhagak,2nd Class City,Community,734,DCCED Commissioner Certified,2017
-149.971789,62.0168980000001,Caswell,Locality,Place of Interest,0,Caswell is located within the Matanuska-Susitna Borough.,2017
-148.9168668,63.7323200700001,Denali Park,CDP,Community,189,DCCED Commissioner Certified,2017
-132.8282628,56.0140424900001,Coffman Cove,2nd Class City,Community,199,DCCED Commissioner Certified,2017
-133.1220631,56.11714153,Whale Pass,2nd Class City,Community,43,DCCED Commissioner Certified,2017
-166.5376818,53.8730924600001,Unalaska,1st Class City,Community,4341,DCCED Commissioner Certified,2017
-149.622229,60.91793289,Hope,CDP,Community,211,DCCED Commissioner Certified,2017
-150.9990162,70.21731414,Nuiqsut,2nd Class City,Community,446,DCCED Commissioner Certified,2017
-132.8235136,55.2059259000001,Hydaburg,1st Class City,Community,374,DCCED Commissioner Certified,2017
-158.1058165,61.8704253700001,Crooked Creek,Unincorporated CDP,Community,95,DCCED Commissioner Certified,2017
-164.7299664,60.4799803000001,Nightmute,2nd Class City,Community,282,DCCED Commissioner Certified,2017
-164.0379401,59.9363864000001,Kipnuk,Unincorporated CDP,Community,691,DCCED Commissioner Certified,2017
-150.1119993,62.32317025,Talkeetna,CDP,Community,916,DCCED Commissioner Certified,2017
-132.2562608,55.7392589,Meyers Chuck,Locality,Place of Interest,0,Population is counted as part of Wrangell.,2017
-152.5836703,58.4904418200001,Port William,Locality,Place of Interest,0,Population data is not available.,2017
-145.8954491,64.1513819800001,Whitestone,Unincorporated CDP,Community,129,DCCED Commissioner Certified,2017
-141.010596,62.6221071900001,Alcan Border,Unincorporated CDP,Place of Interest,34,DCCED Commissioner Certified,2017
-161.7713652,60.7226475400001,Oscarville,Unincorporated CDP,Community,60,DCCED Commissioner Certified,2017
-166.4922015,65.3344880500001,Brevig Mission,2nd Class City,Community,425,DCCED Commissioner Certified,2017
-157.1381905,66.8880443,Shungnak,2nd Class City,Community,291,DCCED Commissioner Certified,2017
-149.1179,64.6003000000001,Four Mile Road,Unincorporated CDP,Community,35,DCCED Commissioner Certified,2017
-152.651794,66.539456,New Allakaket,Unincorporated CDP,Place of Interest,0,Population data is not available.,2017
-161.0468258,66.83334504,Noorvik,2nd Class City,Community,669,DCCED Commissioner Certified,2017
-152.8291495,58.08155665,Litnik,Locality,Place of Interest,0,Population is counted as part of the Kodiak Island Borough.,2017
-135.5462038,59.31301367,Lutak,CDP,Place of Interest,62,DCCED Commissioner Certified,2017
-162.6763556,60.3427841600001,Tuntutuliak,Unincorporated CDP,Community,471,DCCED Commissioner Certified,2017
-149.4442033,61.58209845,Wasilla,1st Class City,Community,8797,DCCED Commissioner Certified,2017
-147.4881462,64.8923484100001,Steele Creek,CDP,Place of Interest,6877,DCCED Commissioner Certified,2017
-149.3619616,61.46104526,Eklutna,Locality,Place of Interest,54,2017 Department of Labor Estimates,2017
-154.3280837,60.19602229,Port Alsworth,CDP,Community,238,DCCED Commissioner Certified,2017
-160.3157629,61.5381853700001,Upper Kalskag,2nd Class City,Community,235,DCCED Commissioner Certified,2017
-145.3321498,62.0110652400001,Silver Springs,Unincorporated CDP,Community,104,DCCED Commissioner Certified,2017
-151.3195796,60.36911853,Cohoe,CDP,Community,1514,DCCED Commissioner Certified,2017
-155.4370226,61.3553888800001,Lime Village,Unincorporated CDP,Community,26,DCCED Commissioner Certified,2017
-141.8001468,63.0105644400001,Northway Junction,Unincorporated CDP,Place of Interest,55,DCCED Commissioner Certified,2017
-149.807094,61.2570600000001,Joint Base Elmendorf-Richardson,Locality,Place of Interest,12577,2017 Department of Labor Estimates,2017
-151.7380029,59.93501064,Happy Valley,CDP,Community,622,DCCED Commissioner Certified,2017
-158.0075,62.4536000000001,Flat,Unincorporated CDP,Place of Interest,0,DCCED Commissioner Certified,2017
-148.8773404,61.7095915900001,Sutton-Alpine,CDP,Community,967,DCCED Commissioner Certified,2017
-145.8345557,64.1472131900001,Big Delta,Unincorporated CDP,Place of Interest,504,DCCED Commissioner Certified,2017
-150.0455152,61.7440144400001,Willow,CDP,Community,2097,DCCED Commissioner Certified,2017
-147.3971488,66.3603484600001,Beaver,Unincorporated CDP,Community,63,DCCED Commissioner Certified,2017
-156.8823728,66.9077009200001,Kobuk,2nd Class City,Community,145,DCCED Commissioner Certified,2017
-147.8028,64.8569000000001,College,CDP,Place of Interest,12359,DCCED Commissioner Certified,2017
-162.8541552,68.07171169,Red Dog Mine,CDP,Place of Interest,309,DCCED Commissioner Certified,2017
-146.855164,64.8777178500001,Pleasant Valley,CDP,Community,685,DCCED Commissioner Certified,2017
-147.0810566,64.6701432,Eielson AFB,CDP,Place of Interest,2958,DCCED Commissioner Certified,2017
-154.2582191,66.0458727800001,Hughes,2nd Class City,Community,95,DCCED Commissioner Certified,2017
-151.3334305,60.61773773,Salamatof,CDP,Community,1129,DCCED Commissioner Certified,2017
-163.1576184,59.8770966700001,Kwigillingok,Unincorporated CDP,Community,398,DCCED Commissioner Certified,2017
-160.7919652,63.87663037,Unalakleet,2nd Class City,Community,745,DCCED Commissioner Certified,2017
-145.4960007,63.0324502400001,Paxson,Unincorporated CDP,Community,15,DCCED Commissioner Certified,2017
-149.3848482,61.61025377,Tanaina,CDP,Place of Interest,9226,DCCED Commissioner Certified,2017
-134.4066397,58.2998397100001,Juneau,Unified Home Rule Borough,Community,32269,DCCED Commissioner Certified,2017
-150.9247116,70.34435668,Alpine,Locality,Place of Interest,0,Population is counted as part of the North Slope Borough.,2017
-135.4422105,58.08906326,Whitestone Logging Camp,Unincorporated CDP,Place of Interest,0,DCCED Commissioner Certified,2017
-144.0588808,63.65794205,Dot Lake,Unincorporated CDP,Community,17,DCCED Commissioner Certified,2017
-163.2870194,62.0318125700001,Pitkas Point,Unincorporated CDP,Community,131,DCCED Commissioner Certified,2017
-142.0352638,62.05966564,Chisana,Unincorporated CDP,Place of Interest,4,DCCED Commissioner Certified,2017
-148.0553319,64.8793417300001,Ester Dome,Locality,Community,0,Population is counted as part of the Ester CDP.,2017
-136.1322771,59.4280005000001,Klehini Valley,Locality,Place of Interest,0,Population is counted as part of the Haines Borough.,2017
-160.2806073,59.07512832,Twin Hills,Unincorporated CDP,Community,86,DCCED Commissioner Certified,2017
-149.3525898,60.3576311800001,Primrose,CDP,Community,69,DCCED Commissioner Certified,2017
-161.7531971,60.7082335600001,Napaskiak,2nd Class City,Community,454,DCCED Commissioner Certified,2017
-148.5485005,65.5228139800001,Livengood,Unincorporated CDP,Place of Interest,10,DCCED Commissioner Certified,2017
-163.4147388,54.8550308600001,False Pass,2nd Class City,Community,73,DCCED Commissioner Certified,2017
-133.1510826,55.4760442100001,Craig,1st Class City,Community,1089,DCCED Commissioner Certified,2017
-145.7366682,64.04716726,Delta Junction,2nd Class City,Community,1195,DCCED Commissioner Certified,2017
-154.8575714,59.9678738700001,Nondalton,2nd Class City,Community,144,DCCED Commissioner Certified,2017
-157.7198137,58.9051910300001,Portage Creek,Unincorporated CDP,Place of Interest,1,DCCED Commissioner Certified,2017
-150.9159762,59.8535156300001,Fox River,CDP,Place of Interest,687,DCCED Commissioner Certified,2017
-135.338623,57.0490212600001,Sitka,Unified Home Rule Borough,Community,8748,DCCED Commissioner Certified,2017
-160.9564605,61.09868491,Tuluksak,Unincorporated CDP,Community,367,DCCED Commissioner Certified,2017
-162.8136816,54.4805039500001,Sanak,Locality,Place of Interest,0,Population is counted as part of the Aleutians East Borough.,2017
-157.478047,59.3502442700001,Ekwok,2nd Class City,Community,98,DCCED Commissioner Certified,2017
-150.6371652,64.9958868300001,Manley Hot Springs,Unincorporated CDP,Community,112,DCCED Commissioner Certified,2017
-170.2822883,57.1203994800001,Saint Paul,2nd Class City,Community,389,DCCED Commissioner Certified,2017
-133.6212106,56.3513641000001,Point Baker,Unincorporated CDP,Community,26,DCCED Commissioner Certified,2017
-160.5755186,55.98767639,Port Moller,Locality,Place of Interest,0,Population is counted as part of the Aleutians East Borough.,2017
-162.5929893,66.8966754200001,Kotzebue,2nd Class City,Community,3154,DCCED Commissioner Certified,2017
-156.6676467,58.6813712700001,King Salmon,CDP,Community,309,DCCED Commissioner Certified,2017
-134.6700824,58.3701947600001,Auke Bay,Locality,Place of Interest,5316,2017 Department of Labor Estimates,2017
-160.0101102,66.60439151,Selawik,2nd Class City,Community,861,DCCED Commissioner Certified,2017
-163.191134,62.0472013200001,Andreafsky,Unincorporated,Place of Interest,93,2017 Department of Labor Estimates,2017
-135.7390616,58.4133428700001,Gustavus,2nd Class City,Community,544,DCCED Commissioner Certified,2017
-176.6402959,51.86824598,Adak Station,Unincorporated,Place of Interest,0,Adak Station is the site of a former navy base.,2017
-161.5822568,59.1182251700001,Goodnews Bay,2nd Class City,Community,277,DCCED Commissioner Certified,2017
-163.0091377,69.7431228900001,Point Lay,CDP,Community,269,DCCED Commissioner Certified,2017
-163.7783414,62.9503685000001,Bill Moore's Slough,Unincorporated,Place of Interest,0,This is a Yup'ik summer subsistence-use camp that is used during summer.  (ANVSA July 2017 Estimate),2017
-149.3041983,61.6089874900001,North Lakes,Locality,Community,0,Population is counted as part of the Lakes CDP.,2017
-151.5378289,59.46585407,Jakolof Bay,Locality,Place of Interest,0,Jakolof Bay is a recreational area with a few cabins. Population data is not available.,2017
-149.2399694,61.5740853200001,Gateway,CDP,Community,7230,DCCED Commissioner Certified,2017
-147.3514965,64.7549026500001,North Pole,Home Rule City,Community,2124,DCCED Commissioner Certified,2017
-158.5608266,58.8159796400001,Ekuk,Unincorporated,Place of Interest,2,2017 Department of Labor Estimates,2017
-133.0960345,55.55450419,Klawock,1st Class City,Community,833,DCCED Commissioner Certified,2017
-149.4411111,60.0725,Lowell Point,CDP,Community,88,DCCED Commissioner Certified,2017
-166.1928612,60.38649408,Mekoryuk,2nd Class City,Community,208,DCCED Commissioner Certified,2017
-168.9517919,65.7583525100001,Diomede,2nd Class City,Community,102,DCCED Commissioner Certified,2017
-162.699715,54.4558662600001,Pauloff Harbor,Locality,Place of Interest,0,,2017
-151.065852,60.4904472100001,Soldotna,Home Rule City,Community,4333,DCCED Commissioner Certified,2017
-143.9699392,62.7065704,Slana,Unincorporated CDP,Community,130,DCCED Commissioner Certified,2017
-141.9517,62.9822,Northway Village,Unincorporated CDP,Community,92,DCCED Commissioner Certified,2017
-159.1433925,55.91158561,Perryville,CDP,Community,101,DCCED Commissioner Certified,2017
-163.5565366,63.0331139900001,Kotlik,2nd Class City,Community,640,DCCED Commissioner Certified,2017
-157.1704098,61.7026823800001,Sleetmute,Unincorporated CDP,Community,94,DCCED Commissioner Certified,2017
-168.0549506,64.9610826800001,King Island,Unicorporated,Place of Interest,0,King Island is a former native village.,2017
-157.2856959,59.7264073700001,Koliganek,Unincorporated CDP,Community,208,DCCED Commissioner Certified,2017
-157.7569667,61.8887285700001,Georgetown,Unincorporated,Place of Interest,2,2017 Department of Labor Estimates,2017
-147.6285522,65.1227222900001,Haystack,Locality,Place of Interest,0,Population is counted as part of the Fairbanks North Star Borough.,2017
-147.6436527,64.8278334500001,Fort Wainwright,Locality,Place of Interest,9116,2017 Department of Labor Estimates,2017
-160.5511769,55.2413504,Squaw Harbor,Locality,Place of Interest,0,Population is counted as part of the Aleutians East Borough.,2017
-154.8948002,59.72097095,Newhalen,2nd Class City,Community,230,DCCED Commissioner Certified,2017
-160.3644017,61.5123629700001,Lower Kalskag,2nd Class City,Community,275,DCCED Commissioner Certified,2017
-149.3482601,65.1521483400001,Minto,Unincorporated CDP,Community,201,DCCED Commissioner Certified,2017
-145.4120642,62.0473811800001,Tazlina,Unincorporated CDP,Community,264,DCCED Commissioner Certified,2017
-136.3454861,58.19391484,Elfin Cove,Unincorporated CDP,Community,44,DCCED Commissioner Certified,2017
-165.4085599,64.49808969,Nome,1st Class City,Community,3691,DCCED Commissioner Certified,2017
-149.0058449,63.8703844300001,Healy,CDP,Community,1082,DCCED Commissioner Certified,2017
-165.0638203,65.1473228300001,Mary's Igloo,Unincorporated,Place of Interest,0,This is the site of a former native village. No year-round inhabitants. (ANVSA July 2017 Estimate),2017
-154.7491854,59.4400057400001,Kokhanok,CDP,Community,173,DCCED Commissioner Certified,2017
-151.454043,59.67334192,Ptarmigan Heights,Locality,Community,0,Population is counted as part of the Fairbanks North Star Borough.,2017
-147.412615,64.80456701,Badger,CDP,Place of Interest,18980,DCCED Commissioner Certified,2017
-161.7717709,60.7911992000001,Bethel,2nd Class City,Community,6151,DCCED Commissioner Certified,2017
-149.0844382,66.00452448,Stevens Village,Unincorporated CDP,Community,50,DCCED Commissioner Certified,2017
-147.1680556,61.9386111000001,Eureka Roadhouse,CDP,Place of Interest,37,DCCED Commissioner Certified,2017
-148.3372,70.2553,Prudhoe Bay,CDP,Place of Interest,2174,DCCED Commissioner Certified,2017
-135.989808,59.3937181100001,Covenant Life,CDP,Place of Interest,69,DCCED Commissioner Certified,2017
-154.6992074,63.1054040400001,Medfra,Locality,Place of Interest,0,Population is counted as part of the Yukon-Koyukuk Census Area.,2017
-151.6131147,59.81132569,Nikolaevsk,CDP,Community,311,DCCED Commissioner Certified,2017
-166.2126021,68.8801672700001,Cape Lisburne,Locality,Place of Interest,0,Population is counted as part of the North Slope Borough.,2017
-146.1129134,62.09714581,Tolsona,Unincorporated CDP,Community,29,DCCED Commissioner Certified,2017
-147.6183,64.9581000000001,Fox,CDP,Community,433,DCCED Commissioner Certified,2017
-151.4435797,59.6659190400001,Millers Landing,Locality,Place of Interest,0,Population is counted as part of the Kenai Peninsula Borough,2017
-157.3757505,58.2090702300001,Egegik,2nd Class City,Community,76,DCCED Commissioner Certified,2017
-157.0199138,58.72821587,Naknek,CDP,Community,504,DCCED Commissioner Certified,2017
-159.4841633,55.9034342200001,Ivanof Bay,CDP,Place of Interest,7,DCCED Commissioner Certified,2017
-144.0667491,65.8266465400001,Circle,Unincorporated CDP,Community,102,DCCED Commissioner Certified,2017
-150.1075,67.4100000000001,Wiseman,Unincorporated CDP,Place of Interest,14,DCCED Commissioner Certified,2017
-163.8941667,62.8961111,Hamilton,Unincorporated,Place of Interest,0,Hamilton is a Yup'ik summer subsistence-use camp. Population data is not available.,2017
-148.9409266,61.4971211500001,Knik River,CDP,Community,815,DCCED Commissioner Certified,2017
-152.5822723,57.7055350000001,Womens Bay,CDP,Place of Interest,773,DCCED Commissioner Certified,2017
-161.1290202,65.9776538400001,Buckland,2nd Class City,Community,510,DCCED Commissioner Certified,2017
-164.5298469,62.7769473800001,Emmonak,2nd Class City,Community,845,DCCED Commissioner Certified,2017
-161.2018498,56.0012060400001,Nelson Lagoon,CDP,Community,30,DCCED Commissioner Certified,2017
-159.05493,58.97954187,Manokotak,2nd Class City,Community,487,DCCED Commissioner Certified,2017
-150.0108417,61.3551864900001,Point MacKenzie,CDP,Community,2003,DCCED Commissioner Certified,2017
-131.573307,55.1260739100001,Metlakatla,Indian reservation organized under federal law,Community,1422,DCCED Commissioner Certified,2017
-164.2803406,60.1580149500001,Chefornak,2nd Class City,Community,432,DCCED Commissioner Certified,2017
-168.0912602,65.60901955,Wales,2nd Class City,Community,178,DCCED Commissioner Certified,2017
-165.1942645,60.4979951400001,Umkumiute,Unincorporated,Place of Interest,0,,2017
-132.5228223,55.6854862600001,Thorne Bay,2nd Class City,Community,533,DCCED Commissioner Certified,2017
-135.4431478,58.41682002,Excursion Inlet,CDP,Place of Interest,11,DCCED Commissioner Certified,2017
-155.5883531,62.9501408500001,McGrath,2nd Class City,Community,295,DCCED Commissioner Certified,2017
-145.4142223,62.0704106800001,Copperville,Locality,Place of Interest,0,Copperville was a Census Designated Place in 2000.  The area is now part of the Tazlina CDP.,2017
-160.3787911,59.0605115000001,Togiak,2nd Class City,Community,870,DCCED Commissioner Certified,2017
-164.6294162,60.93686382,Newtok,Unincorporated CDP,Community,376,DCCED Commissioner Certified,2017
-161.8147503,59.00848275,Platinum,2nd Class City,Community,45,DCCED Commissioner Certified,2017
-154.4982735,59.55470038,Pope-Vannoy Landing,CDP,Place of Interest,4,DCCED Commissioner Certified,2017
-145.1796574,61.66126868,Tonsina,Unincorporated CDP,Place of Interest,84,DCCED Commissioner Certified,2017
-131.5976178,55.3189242300001,Saxman,2nd Class City,Community,444,DCCED Commissioner Certified,2017
-163.7262756,62.08954141,Mountain Village,2nd Class City,Community,811,DCCED Commissioner Certified,2017
-149.128044,60.96775196,Girdwood,Locality,Place of Interest,2714,"Alaska Population Estimates by Census Tract, July 2017 Estimate",2017
-151.919921,59.3544344900001,Nanwalek,CDP,Community,304,DCCED Commissioner Certified,2017
-150.1718169,65.5033866300001,Rampart,Unincorporated CDP,Community,54,DCCED Commissioner Certified,2017
-154.375216,63.01373203,Nikolai,2nd Class City,Community,97,DCCED Commissioner Certified,2017
-152.5039855,57.9232638,Ouzinkie,2nd Class City,Community,146,DCCED Commissioner Certified,2017
-151.2969256,60.7345972300001,Nikiski,CDP,Community,4605,DCCED Commissioner Certified,2017
-154.1732455,56.9468146400001,Akhiok,2nd Class City,Community,88,DCCED Commissioner Certified,2017
-135.4457083,58.10953807,Hoonah,1st Class City,Community,773,DCCED Commissioner Certified,2017
-149.0878661,61.54831755,Circle View Stampede,Locality,Place of Interest,0,Population is counted as part of the Matanuska-Susitna Borough.,2017
-160.0657281,62.9064389100001,Grayling,2nd Class City,Community,185,DCCED Commissioner Certified,2017
-146.9772097,64.48242457,Salcha,CDP,Community,1021,DCCED Commissioner Certified,2017
