Longitude,Latitude,Community,School,SchoolDistrict,Year,In_Cohort,Graduates,GraduationRate,K8Enrollment,HSEnrollment,TotalEnrollmentK12,Is_HighSchool,TotalTeacherCount,StudentTeacherRatio
-149.970500611,61.1573734950001,Anchorage,Kincaid Elementary,Anchorage School District,2015,,,,539,0,539,No,36,16.2
-162.316071525,55.060694052,King Cove,King Cove School,Aleutians East Borough School District,2015,7,5,0.7143,54,22,76,Yes,11,7.1
-149.909463335,61.1127902270001,Anchorage,Klatt Elementary,Anchorage School District,2015,,,,397,0,397,No,28,16.9
-133.099070861,55.5535059970001,Klawock,Klawock City School,Klawock City School District,2015,12,12,1.0,85,36,121,Yes,17,9.6
-135.895897028,59.4004381290001,Klukwan,Klukwan School,Chatham School District,2015,3,1,0.3333,9,4,13,Yes,2,6.6
-149.613858775,61.5407046930001,Point MacKenzie,Knik Elementary School,Matanuska-Susitna Borough School District,2015,,,,459,0,459,No,25,18.4
-156.88192979,66.908037892,Kobuk,Kobuk School,Northwest Arctic Borough School District,2015,3,2,0.6667,35,9,44,Yes,7,7.6
-152.394541316,57.7931542170001,Womens Bay,Kodiak High School,Kodiak Island Borough School District,2015,179,171,0.9553,0,725,725,Yes,40,19.1
-152.391531807,57.793245256,Womens Bay,Kodiak Middle School,Kodiak Island Borough School District,2015,,,,474,0,474,No,30,17.3
-154.749185256,59.4400077710001,Kokhanok,Kokhanok School,Lake and Peninsula Borough School District,2015,3,3,1.0,20,4,24,Yes,5,5.2
-157.285506579,59.7268040500001,Koliganek,Koliganek School,Southwest Region School District,2015,5,5,1.0,46,13,59,Yes,6,9.8
-163.554853436,63.0315940410001,Kotlik,Kotlik School,Lower Yukon School District,2015,21,8,0.381,133,55,188,Yes,14,13.3
-162.583234459,66.901837157,Kotzebue,Kotzebue Middle/High School,Northwest Arctic Borough School District,2015,41,32,0.7805,155,156,311,Yes,22,15.6
-161.157204945,64.9320461400001,Koyuk,Koyuk-Malimiut School,Bering Strait School District,2015,6,6,1.0,80,21,101,Yes,12,9.3
-161.897225216,59.751584177,Quinhagak,Kuinerrarmiut Elitnaurviat,Lower Kuskokwim School District,2015,6,2,0.3333,175,45,220,Yes,20,14.5
-161.770558516,60.8021066650001,Bethel,Kuskokwim Learning Academy,Lower Kuskokwim School District,2015,35,7,0.2,0,98,98,Yes,6,15.2
-163.157618071,59.8770977670001,Kwigillingok,Kwigillingok School,Lower Kuskokwim School District,2015,13,12,0.9231,88,30,118,Yes,10,16.4
-147.666817074,64.848320389,Fairbanks,Ladd Elementary,Fairbanks North Star Borough School District,2015,,,,494,0,494,No,35,15.1
-149.952293742,61.1853117250001,Anchorage,Lake Hood Elementary,Anchorage School District,2015,,,,363,0,363,No,25,16.1
-149.837299468,61.190932839,Anchorage,Lake Otis Elementary,Anchorage School District,2015,,,,428,0,428,No,32,14.9
-156.668766701,58.693502901,King Salmon,Lakeview Home School,Lake and Peninsula Borough School District,2015,0,0,,6,6,12,Yes,1,230
-153.980578384,57.5374511370001,Larsen Bay,Larsen Bay School,Kodiak Island Borough School District,2015,1,1,1.0,13,4,17,Yes,3,8.4
-149.384669139,61.6102991290001,Wasilla,Larson Elementary,Matanuska-Susitna Borough School District,2015,,,,375,0,375,No,23,16.5
-147.732246499,64.835882456,Goldstream,Lathrop High School,Fairbanks North Star Borough School District,2015,266,187,0.703,0,1047,1047,Yes,60,17.7
-156.857499646,59.112463206,Levelock,Levelock School,Lake and Peninsula Borough School District,2015,2,1,0.5,20,7,27,Yes,5,9.2
-162.676354762,60.342787517,Tuntutuliak,Lewis Angapak Memorial School,Lower Kuskokwim School District,2015,10,5,0.5,110,43,153,Yes,10,17.1
-152.392141961,57.795130402,Kodiak,Main Elementary,Kodiak Island Borough School District,2015,,,,253,0,253,No,17,16.5
-159.053125932,58.982806312,Manokotak,Manokotak School,Southwest Region School District,2015,12,6,0.5,85,42,127,Yes,14,9.8
-151.232329378,60.5668812980001,Kenai,Marathon School,Kenai Peninsula Borough School District,2015,2,0,0.0,0,10,10,Yes,1,10
-162.087027965,61.8791419090001,Marshall,Marshall School,Lower Yukon School District,2015,7,2,0.2857,99,34,133,Yes,10,13.3
-163.035085906,64.542829931,Golovin,Martin L. Olson School,Bering Strait School District,2015,2,2,1.0,38,11,49,Yes,7,6.9
-149.363290586,61.6082157610001,Wasilla,Mat-Su Career & Tech Ed High School,Matanuska-Susitna Borough School District,2015,89,83,0.9326,0,459,459,Yes,31,19.4
-149.434226737,61.579600514,Wasilla,Mat-Su Central School,Matanuska-Susitna Borough School District,2015,208,124,0.5962,1019,584,1603,Yes,24,83.6
-149.350957851,61.605884947,Wasilla,Mat-Su Day School,Matanuska-Susitna Borough School District,2015,10,2,0.2,21,48,69,Yes,10,8.7
-149.104325109,61.5859501990001,Wasilla,Mat-Su Youth Facility,Matanuska-Susitna Borough School District,2015,2,0,0.0,0,6,6,Yes,1,15.3
-152.087943756,65.1711695440001,Tanana,Maudrey J. Sommer School,Tanana City School District,2015,4,2,0.5,21,18,39,Yes,5,7.7
-155.596089598,62.9534149510001,McGrath,McGrath School,Iditarod Area School District,2015,4,4,1.0,45,15,60,Yes,8,10.8
-149.8320223,61.1874211150001,Anchorage,McLaughlin Secondary School,Anchorage School District,2015,44,14,0.3182,5,91,96,Yes,14,12.9
-151.257838015,59.746017893,Kachemak,McNeil Canyon Elementary,Kenai Peninsula Borough School District,2015,,,,120,0,120,No,12,10.4
-164.535479056,67.7258295,Kivalina,McQueen School,Northwest Arctic Borough School District,2015,2,1,0.5,100,28,128,Yes,9,16.1
-157.418524832,70.481187559,Atqasuk,Meade River School,North Slope Borough School District,2015,2,2,1.0,46,21,67,Yes,10,6.7
-149.621284744,61.610695885,Meadow Lakes,Meadow Lakes Elementary,Matanuska-Susitna Borough School District,2015,,,,432,0,432,No,27,16.3
-149.931623907,61.129566772,Anchorage,Mears Middle School,Anchorage School District,2015,,,,778,0,778,No,46,17.4
-134.582160836,58.402347229,Juneau,Mendenhall River Community School,Juneau School District,2015,,,,333,0,333,No,26,14.6
-143.797606046,62.9294013300001,Mentasta Lake,Mentasta Lake School,Alaska Gateway School District,2015,0,0,,25,6,31,Yes,4,10.4
-155.466980761,64.741239352,Ruby,Merreline A Kangas School,Yukon-Koyukuk School District,2015,1,1,1.0,29,4,33,Yes,5,8.3
-158.661292206,56.9241282570001,Port Heiden,Meshik School,Lake and Peninsula Borough School District,2015,3,3,1.0,16,4,20,Yes,3,6.6
-131.57724653,55.1262152410001,Metlakatla,Metlakatla High School,Annette Island School District,2015,21,15,0.7143,0,86,86,Yes,12,9.3
-149.634736022,61.5970245350001,Meadow Lakes,Midnight Sun Family Learning Center,Matanuska-Susitna Borough School District,2015,,,,192,0,192,No,8,25.8
-161.770558516,60.8021066650001,Bethel,Mikelnguut Elitnaurviat,Lower Kuskokwim School District,2015,,,,233,0,233,No,20,12.1
-149.348286405,65.1521498100001,Minto,Minto School,Yukon-Koyukuk School District,2015,4,4,1.0,32,16,48,Yes,6,8.1
-149.424966694,61.4273778790001,Peters Creek,Mirror Lake Middle School,Anchorage School District,2015,,,,619,0,619,No,40,16.3
-132.956130905,56.8151753670001,Petersburg,Mitkof Middle School,Petersburg Borough School District,2015,,,,102,0,102,No,12,13.6
-149.36764939,60.4875271750001,Moose Pass,Moose Pass School,Kenai Peninsula Borough School District,2015,,,,14,0,14,No,3,12.1
-149.807065046,61.2316991870001,Anchorage,Mountain View Elementary,Anchorage School District,2015,,,,344,0,344,No,27,14.8
-145.756303709,60.5434518810001,Cordova,Mt. Eccles Elementary,Cordova City School District,2015,,,,164,0,164,No,14,14
-135.351688016,57.052039086,Sitka,Mt. Edgecumbe High School,Mt. Edgecumbe High School,2015,92,90,0.9783,0,421,421,Yes,24,19.4
-149.818745061,61.2429304660001,Anchorage,Mt. Spurr Elementary,Anchorage School District,2015,,,,291,0,291,No,20,17.2
-151.176784625,60.56544789,Kenai,Mt. View Elementary,Kenai Peninsula Borough School District,2015,,,,427,0,427,No,31,14.2
-149.71989702,61.218393152,Anchorage,Muldoon Elementary,Anchorage School District,2015,,,,420,0,420,No,30,15.2
-157.00517662,58.7330769280001,South Naknek,Naknek Elementary,Bristol Bay Borough School District,2015,,,,57,0,57,No,9,13.3
-151.919942808,59.3544359300001,Nanwalek,Nanwalek School,Kenai Peninsula Borough School District,2015,4,4,1.0,61,15,76,Yes,17,10.1
-162.988496762,67.5718126140001,Noatak,Napaaqtugmiut School,Northwest Arctic Borough School District,2015,8,7,0.875,118,53,171,Yes,14,14.9
-133.202697287,55.868971408,Naukati Bay,Naukati School,Southeast Island School District,2015,2,0,0.0,15,4,19,Yes,6,6.8
-164.722054852,60.4769735460001,Nightmute,Negtemiut Elitnaurviat School,Lower Kuskokwim School District,2015,3,0,0.0,56,22,78,Yes,9,10.8
-165.108956073,60.533103248,Toksook Bay,Nelson Island Area School,Lower Kuskokwim School District,2015,15,7,0.4667,131,68,199,Yes,14,15.5
-149.088293029,64.5618628190001,Nenana,Nenana City School,Nenana City School District,2015,44,36,0.8182,56,122,178,Yes,18,11
-145.713479461,64.0441921170001,Delta Junction,New Horizons High School,Delta/Greely School District,2015,7,3,0.4286,0,10,10,Yes,1,22.8
-154.906095878,59.7547015200001,Newhalen,Newhalen School,Lake and Peninsula Borough School District,2015,3,3,1.0,32,17,49,Yes,7,7.1
-149.743038328,61.208417538,Anchorage,Nicholas J. Begich Middle School,Anchorage School District,2015,,,,1042,0,1042,No,60,17.6
-151.296237014,60.735735612,Salamatof,Nikiski Middle/Senior High School,Kenai Peninsula Borough School District,2015,52,47,0.9038,179,234,413,Yes,43,13.8
-151.293777534,60.660156031,Nikiski,Nikiski North Star Elementary,Kenai Peninsula Borough School District,2015,,,,349,0,349,No,26,13.7
-151.61313679,59.8113271440001,Nikolaevsk,Nikolaevsk School,Kenai Peninsula Borough School District,2015,3,2,0.6667,41,23,64,Yes,18,9.4
-151.675123384,60.04305356,Ninilchik,Ninilchik School,Kenai Peninsula Borough School District,2015,10,8,0.8,107,57,164,Yes,22,13.1
-165.383668614,64.497587283,Nome,Nome Elementary,Nome School District,2015,,,,376,0,376,No,31,12.6
-165.386141611,64.496351594,Nome,Nome Youth Facility,Nome School District,2015,2,0,0.0,1,8,9,Yes,1,14
-165.405088735,64.5423392430001,Nome,Nome-Beltz Jr/Sr High,(Not Available),2015,45,37,0.8222,70,169,239,Yes,(Not Available),(Not Available)
-154.856985677,59.966843032,Nondalton,Nondalton School,Lake and Peninsula Borough School District,2015,1,1,1.0,18,7,25,Yes,6,4.2
-147.692754975,64.8469044560001,Fairbanks,Nordale Elementary,Fairbanks North Star Borough School District,2015,,,,302,0,302,No,24,14.1
-147.349404649,64.752034166,North Pole,North Pole Elementary,Fairbanks North Star Borough School District,2015,,,,503,0,503,No,30,17.8
-147.369240531,64.746408563,North Pole,North Pole High School,Fairbanks North Star Borough School District,2015,170,137,0.8059,0,760,760,Yes,42,18.4
-147.342700408,64.7468307520001,North Pole,North Pole Middle School,Fairbanks North Star Borough School District,2015,,,,669,0,669,No,38,18.8
-149.835703339,61.1655222860001,Anchorage,Northern Lights ABC K-8 School,Anchorage School District,2015,,,,609,0,609,No,33,20
-149.92523066,61.1764339700001,Anchorage,Northwood ABC,Anchorage School District,2015,,,,309,0,309,No,29,13
-150.994302625,70.2196389530001,Nuiqsut,Nuiqsut Trapper School,North Slope Borough School District,2015,4,1,0.25,74,15,89,Yes,12,7.4
-149.776062485,61.2033240760001,Anchorage,Nunaka Valley Elementary,Anchorage School District,2015,,,,237,0,237,No,21,13.7
-151.738646316,68.1398231890001,Anaktuvuk Pass,Nunamiut School,North Slope Borough School District,2015,6,5,0.8333,62,22,84,Yes,10,8.1
-166.189113044,60.386421543,Mekoryuk,Nuniwarmiut School,Lower Kuskokwim School District,2015,1,0,0.0,25,13,38,Yes,7,8.8
-162.584028393,66.901727722,Kotzebue,NWABSD Home School,Northwest Arctic Borough School District,2015,8,0,0.0,4,7,11,Yes,1,44
-149.877140821,61.1128359960001,Anchorage,Ocean View Elementary,Anchorage School District,2015,,,,409,0,409,No,27,17.3
-153.305943385,57.203522816,Old Harbor,Old Harbor School,Kodiak Island Borough School District,2015,4,3,0.75,21,11,32,Yes,6,6.3
-149.76837989,61.1201867300001,Anchorage,O'Malley Elementary,Anchorage School District,2015,,,,340,0,340,No,22,17.6
-149.828326855,61.2366296760001,Joint Base Elmendorf-Richardson,Orion Elementary School,Anchorage School District,2015,,,,343,0,343,No,26,14.4
-152.507075054,57.9224670450001,Ouzinkie,Ouzinkie School,Kodiak Island Borough School District,2015,4,2,0.5,28,6,34,Yes,5,8.5
-133.137700405,55.4764042050001,Craig,PACE Correspondence,Craig City School District,2015,15,5,0.3333,241,46,287,Yes,9,75.5
-135.330398162,57.0514600210001,Sitka,Pacific High School,Sitka School District,2015,15,1,0.0667,0,36,36,Yes,6,9
-149.137245816,61.60511734,Palmer,Palmer High School,Matanuska-Susitna Borough School District,2015,163,135,0.8282,0,765,765,Yes,42,21.2
-149.110623738,61.5934414210001,Knik River,Palmer Middle School,Matanuska-Susitna Borough School District,2015,,,,590,0,590,No,32,19.8
-151.506226441,59.6523420660001,Homer,Paul Banks Elementary,Kenai Peninsula Borough School District,2015,,,,184,0,184,No,17,12.5
-165.251389247,60.5861726050001,Tununak,Paul T. Albert Memorial School,Lower Kuskokwim School District,2015,9,5,0.5556,80,30,110,Yes,10,13.5
-147.814689928,64.891304543,Fox,Pearl Creek Elementary,Fairbanks North Star Borough School District,2015,,,,485,0,485,No,30,17.4
-136.221968419,57.9567709660001,Pelican,Pelican School,Pelican City School District,2015,1,1,1.0,8,5,13,Yes,1,11.4
-159.143388561,55.9115882410001,Perryville,Perryville School,Lake and Peninsula Borough School District,2015,2,2,1.0,20,8,28,Yes,3,9
-132.955196964,56.8149337150001,Petersburg,Petersburg High School,Petersburg Borough School District,2015,33,30,0.9091,0,146,146,Yes,16,13
-152.389922889,57.796151803,Womens Bay,Peterson Elementary,Kodiak Island Borough School District,2015,,,,252,0,252,No,16,17.1
-157.573528219,57.5640691200001,Pilot Point,Pilot Point School,Lake and Peninsula Borough School District,2015,0,0,,11,3,14,Yes,2,6.8
-162.891986295,61.9361528850001,Pilot Station,Pilot Station School,Lower Yukon School District,2015,14,10,0.7143,138,41,179,Yes,13,13.6
-149.242181994,61.602441792,Wasilla,Pioneer Peak Elementary,Matanuska-Susitna Borough School District,2015,,,,390,0,390,No,24,16.6
-131.821059005,55.4696945170001,Ward Cove,Point Higgins School,Ketchikan Gateway Borough School District,2015,,,,227,0,227,No,18,12.8
-149.853905633,61.164839429,Anchorage,Polaris K-12 School,Anchorage School District,2015,33,33,1.0,341,134,475,Yes,30,17.8
-134.646820433,56.249449413,Port Alexander,Port Alexander School,Southeast Island School District,2015,0,0,,7,3,10,Yes,6,3.1
-151.831746162,59.351563378,Port Graham,Port Graham School,Kenai Peninsula Borough School District,2015,1,1,1.0,23,4,27,Yes,5,11.4
-152.878885005,57.869191619,Port Lions,Port Lions School,Kodiak Island Borough School District,2015,1,1,1.0,14,6,20,Yes,3,10
-133.60721522,56.3223540130001,Port Protection,Port Protection School,Southeast Island School District,2015,0,0,,5,6,11,Yes,3,5.2
-149.765486005,61.2142304290001,Anchorage,Ptarmigan Elementary,Anchorage School District,2015,,,,378,0,378,No,30,13.5
-161.771387176,60.7226473150001,Oscarville,Qugcuun Memorial School,Lower Kuskokwim School District,2015,0,0,,10,6,16,Yes,4,7.2
-149.834997725,61.0966455290001,Rabbit Creek,Rabbit Creek Elementary,Anchorage School District,2015,,,,433,0,433,No,30,15.8
-132.952887582,56.814255223,Petersburg,Rae C. Stedman Elementary,Petersburg Borough School District,2015,,,,188,0,188,No,15,14.1
-147.748969553,64.856190789,Ptarmigan Heights,Randy Smith Middle School,Fairbanks North Star Borough School District,2015,,,,325,0,325,No,19,17.1
-149.504871161,61.3057585290001,Eagle River,Ravenwood Elementary,Anchorage School District,2015,,,,399,0,399,No,29,16.7
-151.082766642,59.8127257510001,Homer,Razdolna School,Kenai Peninsula Borough School District,2015,4,4,1.0,70,13,83,Yes,12,9.7
-151.09983,60.4883679540001,Funny River,Redoubt Elementary,Kenai Peninsula Borough School District,2015,,,,404,0,404,No,26,15.7
-131.682839533,55.354567574,Ward Cove,Revilla Jr/Sr High School,Ketchikan Gateway Borough School District,2015,45,28,0.6222,17,229,246,Yes,9,13.5
-131.575545577,55.127776818,Metlakatla,Richard Johnson Elementary,Annette Island School District,2015,,,,141,0,141,No,13,12.2
-149.848268251,61.161942611,Anchorage,Rilke Schule Charter School,Anchorage School District,2015,,,,443,0,443,No,31,17.9
-151.101342205,60.4579201330001,Soldotna,River City Academy,Kenai Peninsula Borough School District,2015,14,9,0.6429,34,54,88,Yes,11,13.3
-151.101342205,60.4579201330001,Soldotna,River City Academy,Kenai Peninsula Borough School District,2015,14,9,0.6429,34,54,88,Yes,11,13.3
-134.590964208,58.3748187080001,Juneau,Riverbend Elementary,Juneau School District,2015,,,,257,0,257,No,25,13.5
-161.592006259,59.12199938,Goodnews Bay,Rocky Mountain School,Lower Kuskokwim School District,2015,1,0,0.0,40,14,54,Yes,10,8.8
-149.855874083,61.1937975490001,Anchorage,Rogers Park Elementary,Anchorage School District,2015,,,,565,0,565,No,39,16.8
-149.914818,61.198127631,Anchorage,Romig Middle School,Anchorage School District,2015,,,,800,0,800,No,45,18.5
-149.799862548,61.200780744,Anchorage,Russian Jack Elementary,Anchorage School District,2015,,,,361,0,361,No,37,10.7
-161.323528976,61.7858189350001,Russian Mission,Russian Mission School,Lower Yukon School District,2015,7,2,0.2857,83,26,109,Yes,8,13.4
-147.735757271,64.8344694400001,South Van Horn,Ryan Middle School,Fairbanks North Star Borough School District,2015,,,,354,0,354,No,22,16.2
-149.874236425,61.1697223790001,Anchorage,S.A.V.E. High School,Anchorage School District,2015,126,50,0.3968,0,185,185,Yes,13,13.8
-163.181247193,62.0522412600001,Saint Mary's,Saint Mary's School,Saint Mary's School District,2015,16,11,0.6875,143,56,199,Yes,14,14.1
-146.977235336,64.4824264980001,Harding-Birch Lakes,Salcha Elementary,Fairbanks North Star Borough School District,2015,,,,69,0,69,No,6,11.5
-149.953858914,61.1526281270001,Anchorage,Sand Lake Elementary,Anchorage School District,2015,,,,681,0,681,No,43,17.8
-160.475598673,55.351589017,Sand Point,Sand Point School,Aleutians East Borough School District,2015,8,7,0.875,72,32,104,Yes,16,7.4
-165.566769041,61.838872597,Scammon Bay,Scammon Bay School,Lower Yukon School District,2015,16,14,0.875,139,75,214,Yes,16,13.3
-149.747112216,61.185498803,Anchorage,Scenic Park Elementary,Anchorage School District,2015,,,,393,0,393,No,28,15.5
